trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
277,False,"{'a': 0.5, 'e': 0.03089718461601292}",20,6,21.7254086446095,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.03058821276985279}",20,8,6.510038444409984,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.030282330642154263}",20,1,31.59978539373666,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.02997950733573272}",25,15,16.362081490479543,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.029679712262375393}",20,8,25.419248432160387,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.029382915139751636}",35,2,48.875628213483616,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.02908908598835412}",20,10,21.645382588897675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.02879819512847058}",30,15,7.906240036998952,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.028510213177185873}",20,10,16.914293173631044,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.028225111045414013}",20,12,-27.828244990758115,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
287,False,"{'a': 0.5, 'e': 0.027942859934959874}",20,0,32.043141762307656,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.027663431335610274}",25,11,27.120699540305875,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.02738679702225417}",25,14,15.982107383899963,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.02711292905203163}",25,15,15.183714583042846,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.026841799761511315}",25,1,42.15997908770747,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.0265733817638962}",20,0,29.333121817703955,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.5, 'e': 0.02630764794625724}",25,7,-24.687730859978018,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
294,False,"{'a': 0.5, 'e': 0.026044571466794664}",20,7,19.254464740264574,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.02578412575212672}",20,13,12.94887874233326,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.02552628449460545}",20,6,21.43674164800753,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.025271021649659397}",20,0,28.64206696732293,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.5, 'e': 0.025018311433162802}",30,1,29.31472901076868,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.024768128318831174}",20,6,-21.509090509021643,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
300,False,"{'a': 0.5, 'e': 0.02452044703564286}",25,11,-18.505198747968077,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
301,False,"{'a': 0.5, 'e': 0.024275242565286435}",30,22,14.607076573074362,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.02403249013963357}",20,13,12.295930491608509,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.023792165238237233}",25,13,21.490781866490018,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.02355424358585486}",35,5,47.44469406684993,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.02331870114999631}",25,0,37.05508291754184,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
306,False,"{'a': 0.5, 'e': 0.023085514138496348}",30,21,18.174289095343664,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.022854658997111383}",20,2,28.38792435867643,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.02262611240714027}",25,14,18.535426041718456,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.02239985128306887}",20,1,27.672355511335322,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.022175852770238178}",25,3,36.65384605355066,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.021954094242535797}",20,2,-18.95678154110069,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
312,False,"{'a': 0.5, 'e': 0.021734553300110437}",20,0,26.9458897722827,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
313,False,"{'a': 0.5, 'e': 0.021517207767109334}",25,16,16.913752509672392,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.02130203568943824}",25,13,-19.588572356198327,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
315,False,"{'a': 0.5, 'e': 0.021089015332543856}",30,17,26.209679425823726,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.02087812517921842}",25,13,20.82421648198669,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.020669343927426236}",20,7,25.38181148512938,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.020462650488151973}",20,5,28.507067759220575,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.02025802398327045}",20,13,13.848296119767006,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.020055443743437748}",20,9,17.829504250413862,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.01985488930600337}",25,10,28.775956727294872,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.019656340412943337}",20,11,-6.035496963956842,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.019459777008813902}",25,4,-10.412205950848184,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
324,False,"{'a': 0.5, 'e': 0.01926517923872576}",25,0,41.83114516209075,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
325,False,"{'a': 0.5, 'e': 0.019072527446338507}",30,16,27.979911407423543,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.01888180217187512}",25,16,13.064586163003995,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.01869298415015637}",30,1,45.77446205828738,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.018506054308654804}",25,17,14.578228028549454,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.018320993765568255}",20,0,27.72827569441166,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
330,False,"{'a': 0.5, 'e': 0.018137783827912573}",30,9,35.77189244209787,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.01795640598963345}",20,13,14.39692746785358,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.017776841929737112}",20,11,-23.296324734335766,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
333,False,"{'a': 0.5, 'e': 0.017599073510439742}",30,20,17.812484358962912,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.017423082775335344}",20,13,15.007971365347409,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.01724885194758199}",35,0,10.133944694316803,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 1}",0
336,False,"{'a': 0.5, 'e': 0.01707636342810617}",35,13,28.945455009375046,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.01690559979382511}",25,18,14.313879918534251,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.01673654379588686}",25,13,-20.604992669840243,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
339,False,"{'a': 0.5, 'e': 0.01656917835792799}",25,16,-4.590688550445842,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.01640348657434871}",25,0,39.958692407658404,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.01623945170860522}",20,8,23.153713186472345,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.01607705719151917}",20,7,21.89928049686212,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.015916286619603977}",30,23,12.00921601133433,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.015757123753407938}",20,4,-18.140441439111815,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
345,False,"{'a': 0.5, 'e': 0.015599552515873858}",30,10,21.07604403729604,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.01544355699071512}",20,13,10.362950967043245,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.015289121420807968}",25,19,11.204467069111592,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.015136230206599889}",25,12,28.618014710556928,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.01498486790453389}",25,11,20.491561760156205,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.014835019225488551}",25,11,27.83048175942586,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.014686669033233665}",30,15,27.986689759253117,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.014539802342901328}",20,8,3.7134339733490234,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.014394404319472314}",20,8,21.261631550827982,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.01425046027627759}",25,20,10.927505042880822,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.014107955673514815}",25,7,26.45285160824705,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.013966876116779667}",30,11,30.7786354487841,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.013827207355611871}",30,18,24.01219484219223,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.013688935282055751}",25,0,41.02440335645661,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
359,False,"{'a': 0.5, 'e': 0.013552045929235194}",35,21,27.239935916235527,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.013416525469942842}",20,0,29.578328842155997,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
361,False,"{'a': 0.5, 'e': 0.013282360215243413}",20,6,21.017128920799184,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.013149536613090979}",25,18,12.596906145218215,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.013018041246960068}",30,21,16.74626770359718,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.012887860834490467}",25,0,37.80037780540102,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
365,False,"{'a': 0.5, 'e': 0.012758982226145563}",25,15,14.660478227013614,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.012631392403884107}",20,14,8.496238715099432,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.012505078479845267}",20,13,15.591474250425923,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.012380027695046814}",25,14,6.217375059686265,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.012256227418096345}",20,14,11.117549292871157,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.012133665143915381}",25,15,15.606829336210762,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.012012328492476227}",20,0,26.651627111835456,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
372,False,"{'a': 0.5, 'e': 0.011892205207551465}",25,0,38.017859017131535,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
373,False,"{'a': 0.5, 'e': 0.01177328315547595}",20,3,25.123831131299703,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.01165555032392119}",20,0,7.363425733804345,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
375,False,"{'a': 0.5, 'e': 0.01153899482068198}",25,11,24.830748279616103,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.011423604872475158}",30,15,24.896007404366422,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.011309368823750407}",25,14,18.72974124230005,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.011196275135512903}",25,14,5.850914332788481,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.011084312384157774}",30,9,39.458423347276806,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.010973469260316197}",20,12,12.961233213870987,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.010863734567713034}",30,6,1.0335169069748458,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
382,False,"{'a': 0.5, 'e': 0.010755097222035903}",30,0,41.711642653939315,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
383,False,"{'a': 0.5, 'e': 0.010647546249815544}",20,8,20.016246346365882,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.01054107078731739}",30,10,30.52974857296336,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.010435660079444214}",20,0,30.339812183228855,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
386,False,"{'a': 0.5, 'e': 0.010331303478649773}",25,0,-5.071854873739765,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
